,date,sec_name,i_weight,PCT_CHG_PER,INDUSTRY_CSRC12,FA_ROICEBIT_TTM,FA_OCFTOOR_TTM,FA_DEBTTOASSET,FA_NPGR_TTM,FA_ORGR_TTM,TECH_PRICE1Y,PE_TTM,VAL_MVTOEBITDA_TTM,PB_LF,BETA_24M,ANNUALSTDEVR_24M
600872.SH,2018/8/31 0:00,中炬高新,0.489,14.0472879,食品制造业,18.3363,18.7392,34.8937,33.3414,14.6085,0.27320629,44.92082214,27.4868,7.831688404,1.345000029,32.64881134
002916.SZ,2018/8/31 0:00,深南电路,0.186,6.094182825,计算机、通信和其他电子设备制造业,11.0282,11.1511,57.0774,15.8026,19.4925,0.08166823,45.00501251,22.518,6.488881111,,
600936.SH,2018/8/31 0:00,广西广电,0.162,-1.569506726,电信、广播电视和卫星传输服务,2.8867,6.786,54.6761,-31.4608,0.0091,-0.25483824,45.79675674,8.332,2.008417368,1.170799971,26.75048637
000988.SZ,2018/8/31 0:00,华工科技,0.252,8.00571837,计算机、通信和其他电子设备制造业,6.1827,1.389,36.9283,9.5507,40.2718,-0.04698951,46.22838974,24.6752,2.826993704,0.566600025,19.01099014
600521.SH,2018/8/31 0:00,华海药业,0.442,7.8775715,医药制造业,9.4093,10.34,46.7146,19.2075,16.3673,-0.0750553,46.92018127,24.2272,5.470858097,-0.433999985,37.06450272
000690.SZ,2018/8/31 0:00,宝新能源,0.372,0.278940028,电力、热力生产和供应业,3.5046,34.9609,56.2721,-40.9337,-3.0409,-0.06668241,48.3342514,13.6927,1.767992616,1.236099958,35.01860428
603658.SH,2018/8/31 0:00,安图生物,0.171,-6.995305164,医药制造业,34.1889,32.2058,27.0749,29.4338,47.5563,-4.83E-05,49.74487305,34.0629,15.47782135,-2.21510005,183.2402344
002251.SZ,2018/8/31 0:00,步步高,0.096,0.453001133,零售业,3.4072,6.2899,59.4003,-9.3702,11.6322,-0.34256814,49.81520462,7.7323,1.205686927,1.400599957,31.95945549
002254.SZ,2018/8/31 0:00,泰和新材,0.155,-3.823279524,化学纤维制造业,6.5395,12.3337,36.9579,47.192,1.8974,-0.05497528,49.8624382,21.1511,3.293081999,0.483099997,15.39204311
002841.SZ,2018/8/31 0:00,视源股份,0.12,-4.485530547,计算机、通信和其他电子设备制造业,29.7798,10.7142,54.5646,6.7157,55.7485,0.16443504,50.80264282,44.1771,13.6972723,,
600765.SH,2018/8/31 0:00,中航重机,0.128,7.614213198,通用设备制造业,3.3069,16.0548,67.5765,-91.2572,3.1492,-0.19064991,52.97008514,11.2172,1.68630445,1.116799951,27.15024376
600108.SH,2018/8/31 0:00,亚盛集团,0.141,-0.328947368,农业,3.0506,-4.7556,43.0008,45.015,14.026,-0.18100139,54.31181335,13.7381,1.247380614,1.189299941,21.28343964
600458.SH,2018/8/31 0:00,时代新材,0.102,-2.592592593,橡胶和塑料制品业,1.6852,-0.4633,63.8789,51.9292,6.886,-0.12679271,54.59027481,10.5696,1.248024464,0.894900024,30.0850296
002073.SZ,2018/8/31 0:00,软控股份,0.127,-0.542495479,专用设备制造业,2.1437,7.6029,45.2581,110.4299,19.6956,-0.24992329,54.99836349,17.9285,1.104983449,0.504499972,25.45318031
000758.SZ,2018/8/31 0:00,中色股份,0.174,0.496277916,有色金属矿采选业,5.9577,40.3346,68.4339,-27.3655,-39.4105,-0.28853643,56.18612671,5.7926,1.487329006,1.739099979,29.81379128
601880.SH,2018/8/31 0:00,大连港,0.182,1.020408163,水上运输业,3.9883,22.3173,40.915,-13.9209,-21.4738,-0.19068761,58.23438644,11.9359,1.446782827,1.293099999,21.88723373
600517.SH,2018/8/31 0:00,置信电气,0.073,7.303370787,电气机械及器材制造业,3.3268,-9.6022,60.6123,-77.2965,-26.1116,-0.26528995,58.29322815,17.9641,1.55776763,0.944500029,29.44382477
002281.SZ,2018/8/31 0:00,光迅科技,0.305,6.421299922,计算机、通信和其他电子设备制造业,7.4416,4.6493,45.406,-5.9241,2.8973,0.05124597,58.33318329,39.3319,5.59711504,-0.617200017,42.89285278
002276.SZ,2018/8/31 0:00,万马股份,0.1,2.602230483,电气机械及器材制造业,2.7333,2.9108,48.608,-41.4027,22.5494,-0.28712045,59.11378098,20.2502,1.438619852,1.15079999,25.43759155
002280.SZ,2018/8/31 0:00,联络互动,0.201,-0.196078431,软件和信息技术服务业,4.2309,-0.9364,43.8691,-17.6405,268.0536,-0.26709863,59.1578064,18.3534,1.741629004,0.0561,27.0556736
000009.SZ,2018/8/31 0:00,中国宝安,0.302,2.401746725,综合,5.4172,9.912,64.8657,-24.5665,28.4562,-0.25144377,59.99129868,7.0519,1.983880639,0.662800014,26.20939255
002465.SZ,2018/8/31 0:00,海格通信,0.396,2.53164557,计算机、通信和其他电子设备制造业,4.664,14.883,23.6743,-31.1107,-16.1497,-0.07635937,60.05073929,34.8406,2.511109352,0.603900015,23.30405045
000681.SZ,2018/8/31 0:00,视觉中国,0.297,1.382488479,文化艺术业,12.0781,31.5828,36.0511,34.9245,9.0486,0.18946329,60.32714081,46.5651,7.474157333,-0.204899997,32.67998886
300010.SZ,2018/8/31 0:00,立思辰,0.169,-2.414231258,软件和信息技术服务业,2.7427,-4.7796,34.4535,-61.6227,-1.5779,-0.3135942,60.35765457,27.5065,1.235420227,0.851800025,35.77758789
600869.SH,2018/8/31 0:00,智慧能源,0.123,1.327433628,电气机械及器材制造业,4.2964,-0.877,68.8115,-0.1432,21.3756,-0.17071456,61.42515182,11.7264,1.873656631,0.779200017,17.47327423
600300.SH,2018/8/31 0:00,维维股份,0.11,3.548387097,酒、饮料和精制茶制造业,5.5213,3.0294,60.798,6.7776,9.9551,-0.20201465,62.15784454,9.0483,1.97777307,1.861799955,32.74996185
000566.SZ,2018/8/31 0:00,海南海药,0.181,-9.508716323,医药制造业,3.7703,23.9616,51.4896,-24.159,46.5754,-0.40721027,62.25995636,17.6875,1.634304881,0.387699991,31.00855827
600312.SH,2018/8/31 0:00,平高电气,0.122,38.70967742,电气机械及器材制造业,2.6191,3.0316,54.1667,-87.1497,-27.9866,-0.14384997,62.41261292,12.9514,1.095431328,0.952700019,23.25070381
002583.SZ,2018/8/31 0:00,海能达,0.229,-0.976800977,计算机、通信和其他电子设备制造业,3.1843,-5.7058,59.9798,-39.7358,63.7996,-0.37474683,62.83753586,18.6389,2.618405819,0.215000004,37.47361374
600848.SH,2018/8/31 0:00,上海临港,0.2,0,房地产业,5.5856,-84.4674,49.6372,-30.5456,-25.069,,64.66395569,33.8744,3.716293335,1.117799997,39.6227417
600760.SH,2018/8/31 0:00,中航沈飞,0.459,2.543046358,铁路、船舶、航空航天和其他运输设备制造业,10.8271,2.8188,69.7388,1387.0261,2032.1811,0.13301519,64.87735748,33.621,7.492930889,-1.556699991,77.57301331
600773.SH,2018/8/31 0:00,西藏城投,0.11,3.94922426,房地产业,2.0863,-73.2473,72.2872,40.4029,-50.0497,-0.26343447,65.41781616,26.8485,1.857247949,1.430899978,36.52375412
002410.SZ,2018/8/31 0:00,广联达,0.609,-3.157529493,软件和信息技术服务业,13.623,15.8461,35.8793,3.6192,16.1243,0.17732018,65.45584869,50.9178,10.68793106,-0.463099986,23.99929619
000977.SZ,2018/8/31 0:00,浪潮信息,0.615,-6.033820138,计算机、通信和其他电子设备制造业,4.6681,-15.4579,68.4854,178.5006,123.196,0.12139472,65.7216568,28.819,4.238278389,-1.086300015,34.21112061
600171.SH,2018/8/31 0:00,上海贝岭,0.182,-2.455795678,计算机、通信和其他电子设备制造业,1.2645,9.0316,9.5257,-26.4532,39.1055,-0.24822063,66.35079193,131.901,2.917446375,0.211300001,36.49811935
000738.SZ,2018/8/31 0:00,航发控制,0.187,0.071479628,铁路、船舶、航空航天和其他运输设备制造业,5.083,21.037,22.81,1.948,3.9783,-0.09531908,66.40801239,32.6533,3.048202038,0.246600002,27.40970421
002670.SZ,2018/8/31 0:00,国盛金控,0.246,-11.68958743,资本市场服务,2.0165,-68553.0167,58.2432,-53.6686,-99.5699,-0.29824886,68.12788391,28.3922,1.44939518,1.294700027,43.79143906
002399.SZ,2018/8/31 0:00,海普瑞,0.195,7.731092437,医药制造业,2.4517,-4.37,41.4881,141.6131,70.8788,0.05668949,69.92832947,49.8592,3.165064573,0.399800003,34.92230225
002011.SZ,2018/8/31 0:00,盾安环境,0.107,0,通用设备制造业,2.9137,4.4641,65.3745,-19.5125,28.6401,,72.19242096,8.6109,1.325611115,0.218199998,32.91104507
600460.SH,2018/8/31 0:00,士兰微,0.276,-4.170616114,计算机、通信和其他电子设备制造业,3.0107,8.6733,48.1249,-54.919,10.0804,-0.22972197,73.54145813,28.2636,3.937109232,-0.360599995,55.68335342
000600.SZ,2018/8/31 0:00,建投能源,0.117,-0.196850394,电力、热力生产和供应业,3.7387,13.8239,58.0742,-64.2329,30.6511,-0.28656387,74.14135742,3.9353,0.847471118,0.379799992,48.35920334
002266.SZ,2018/8/31 0:00,浙富控股,0.174,3.038674033,电气机械及器材制造业,4.0566,2.6111,45.6693,-8.2017,-2.9221,-0.087639,74.69717407,22.9239,2.32647562,0.251199991,17.69774818
600770.SH,2018/8/31 0:00,综艺股份,0.134,-2.816901408,综合,5.8591,39.2356,23.1191,-2.7238,-16.8452,-0.20790261,75.36470795,19.5391,2.050333023,0.648500025,28.39246941
600280.SH,2018/8/31 0:00,中央商场,0.149,-19.23774955,零售业,5.0301,8.4235,88.9451,-76.0876,5.6471,-0.46960882,77.15376282,7.2866,2.704338789,0.594500005,27.7495327
300257.SZ,2018/8/31 0:00,开山股份,0.124,-1.974248927,通用设备制造业,2.8418,7.3995,52.3247,41.8981,18.7827,-0.2715386,77.78266907,34.7536,2.904682398,1.438199997,33.15457153
600584.SH,2018/8/31 0:00,长电科技,0.43,-12.78755074,计算机、通信和其他电子设备制造业,4.0974,13.5087,70.144,236.0071,13.0727,-0.32784846,77.90340424,4.8885,1.581131577,0.229399994,32.18081284
603019.SH,2018/8/31 0:00,中科曙光,0.717,-1.41567501,计算机、通信和其他电子设备制造业,9.0851,5.5646,63.5631,77.4036,55.5438,0.0502402,79.76906586,43.2936,9.307815552,-0.647300005,38.91814423
002302.SZ,2018/8/31 0:00,西部建设,0.161,-1.414743112,非金属矿物制品业,5.0705,3.1827,65.3416,6.5295,31.7632,-0.12653299,82.12998962,17.5984,2.653125286,1.027899981,76.52616119
002041.SZ,2018/8/31 0:00,登海种业,0.068,-0.269541779,农业,0.7484,-39.7621,11.3584,-90.1136,-50.8528,-0.27319128,82.24996948,67.8841,2.331179619,0.452199996,28.39385605
300202.SZ,2018/8/31 0:00,聚龙股份,0.076,1.923076923,通用设备制造业,3.9297,40.3207,28.7284,-82.2337,-16.1251,-0.4586696,83.5321579,41.0615,2.83357501,1.728000045,40.48183823
002049.SZ,2018/8/31 0:00,紫光国微,0.561,-2.069494124,计算机、通信和其他电子设备制造业,7.0922,14.0766,34.7705,-9.8591,32.2917,-0.13431296,84.22961426,49.9716,6.32796669,-1.101400018,53.95823288
300253.SZ,2018/8/31 0:00,卫宁健康,0.441,2.805049088,软件和信息技术服务业,8.7429,2.0071,23.6191,41.2091,31.5397,0.43144517,91.58792114,78.5279,8.424139023,0.234799996,36.98898315
603000.SH,2018/8/31 0:00,人民网,0.125,3.133159269,互联网和相关服务,4.6994,16.7985,17.7183,94.24,2.0527,-0.25057359,92.15968323,44.5389,3.223711729,1.238600016,23.8874054
002414.SZ,2018/8/31 0:00,高德红外,0.118,5.288753799,计算机、通信和其他电子设备制造业,3.4124,11.3846,25.3627,45.8742,25.2414,0.07374639,94.11917877,47.1098,3.279656887,0.364899993,33.81344223
002353.SZ,2018/8/31 0:00,杰瑞股份,0.266,12.06720978,专用设备制造业,3.0051,6.1574,23.6284,326.0048,29.0186,0.36950778,94.67420197,36.8788,2.642226934,0.978699982,30.60984039
600410.SH,2018/8/31 0:00,华胜天成,0.26,-1.68612192,软件和信息技术服务业,3.0135,-9.633,52.3327,-37.35,-2.6133,-0.23208832,96.20615387,20.7932,1.72509563,0.366899997,35.02137375
002268.SZ,2018/8/31 0:00,卫士通,0.37,-0.130264872,软件和信息技术服务业,5.2419,-5.0574,22.9671,155.4425,15.0134,-0.05407668,96.28679657,71.3348,4.634324551,0.471899986,41.28585434
600184.SH,2018/8/31 0:00,光电股份,0.075,-2.770986145,专用设备制造业,2.2451,14.6686,40.9342,100.3418,2.9539,-0.26986988,98.19701385,53.2418,2.649822474,1.148399949,28.60481834
000729.SZ,2018/8/31 0:00,燕京啤酒,0.259,8.196721311,酒、饮料和精制茶制造业,2.6007,9.8522,25.0463,-44.2842,-3.3231,-0.05558147,105.4555054,14.9437,1.398654103,1.528900027,30.94204903
600478.SH,2018/8/31 0:00,科力远,0.127,0.746268657,电气机械及器材制造业,3.6314,10.4021,47.1738,126.78,-8.7728,-0.35387737,106.1107483,20.9022,2.918107271,0.442299992,23.67089844
601872.SH,2018/8/31 0:00,招商轮船,0.244,7.76119403,水上运输业,1.4617,29.8705,51.3369,-84.8904,-10.066,-0.10150408,108.0605164,11.4177,1.159043431,1.014899969,17.09845924
600158.SH,2018/8/31 0:00,中体产业,0.174,7.042253521,房地产业,6.1437,18.6124,51.8872,15.8257,8.3669,-0.18729592,109.4317856,58.65,4.700390816,1.08829999,41.41506577
002371.SZ,2018/8/31 0:00,北方华创,0.29,-6.25984252,专用设备制造业,6.8079,-0.0113,60.5531,31.9306,18.5128,0.13094792,113.6970367,40.2528,6.414787292,-1.093199968,46.28386307
000750.SZ,2018/8/31 0:00,国海证券,0.303,1.18694362,资本市场服务,,-194.1227,78.5879,-79.5312,-38.3673,-0.22042019,119.8649445,,1.058436394,1.179499984,19.16375732
000025.SZ,2018/8/31 0:00,特力A,0.044,13.16888046,批发业,6.6285,-9.7718,30.0897,108.6154,17.1089,-0.18076473,128.1316833,97.4639,8.952859879,1.360499978,44.92870331
600169.SH,2018/8/31 0:00,太原重工,0.13,2.145922747,专用设备制造业,3.5172,15.8976,87.2122,103.0514,5.1498,-0.21743476,140.6411133,5.509,1.475601673,1.372900009,22.86965179
600155.SH,2018/8/31 0:00,华创阳安,0.104,5.097451274,资本市场服务,0.3883,-1126.7313,60.9064,87.6267,-65.3679,-0.2598863,141.4787903,58.9337,0.81460458,1.021999955,31.82885933
000712.SZ,2018/8/31 0:00,锦龙股份,0.109,15.72890026,资本市场服务,,-63.2734,83.8994,-73.6361,5871.5097,-0.35040298,164.5150146,,2.319537878,1.977200031,44.41775131
000762.SZ,2018/8/31 0:00,西藏矿业,0.124,0.529661017,黑色金属矿采选业,4.7322,-2.4055,13.6799,536.18,26.2667,-0.29720571,165.1892548,32.5375,2.331933737,1.460700035,35.17621994
002030.SZ,2018/8/31 0:00,达安基因,0.307,3.389830508,医药制造业,4.1592,-7.4211,39.9756,-32.5039,-1.1887,0.13710361,166.021225,66.5816,8.325031281,-0.213499993,25.0021534
600316.SH,2018/8/31 0:00,洪都航空,0.118,2.342917998,铁路、船舶、航空航天和其他运输设备制造业,1.3104,36.1956,49.7128,186.2939,-41.9174,-0.2255636,166.6949463,27.7962,1.423076868,0.863300025,30.96110153
601608.SH,2018/8/31 0:00,中信重工,0.145,5.882352941,专用设备制造业,2.3012,6.1064,63.4384,107.8145,15.2098,-0.2035496,170.0166931,19.4435,1.740442991,1.62440002,29.27616119
002250.SZ,2018/8/31 0:00,联化科技,0.159,3.921568627,化学原料及化学制品制造业,1.992,10.8125,27.3956,-77.7083,22.22,-0.18259327,175.1677704,14.1112,1.310903907,0.241999999,25.69289589
000969.SZ,2018/8/31 0:00,安泰科技,0.103,2.099236641,金属制品业,2.0945,3.6056,43.3503,-67.8419,16.406,-0.31040753,188.1526337,11.1081,1.226415753,1.245700002,33.09810638
600086.SH,2018/8/31 0:00,东方金钰,0.206,0,其他制造业,7.0847,1.1673,73.3753,-75.3139,11.8804,,216.0993652,18.7472,4.185248375,-0.074100003,11.74191856
600435.SH,2018/8/31 0:00,北方导航,0.209,2.873563218,计算机、通信和其他电子设备制造业,6.7974,-4.4772,38.9383,8.6654,-10.8979,-0.16619951,238.4043884,46.2007,6.388053417,1.018700004,27.85795784
002505.SZ,2018/8/31 0:00,大康农业,0.151,-2.197802198,批发业,0.443,-4.597,60.8441,-107.2817,-11.4369,-0.27637551,270.8184204,53.3728,1.842524767,0.344999999,14.03307533
600259.SH,2018/8/31 0:00,广晟有色,0.108,5.274725275,有色金属矿采选业,3.0533,11.2199,51.3332,-78.6223,-28.5473,-0.27817092,319.6291199,43.6184,3.772731543,1.381800056,40.82894135
002428.SZ,2018/8/31 0:00,云南锗业,0.109,0.151515152,有色金属冶炼及压延加工,1.8584,5.0232,19.6458,118.6876,96.6052,-0.35647304,320.2337341,39.7908,2.895817041,1.461500049,34.98431015
600187.SH,2018/8/31 0:00,国中水务,0.118,-1.342281879,水的生产和供应业,1.0569,11.6461,35.3816,1188.6125,11.4937,-0.19202848,352.9793701,32.1276,1.386290073,0.786199987,26.775774
000592.SZ,2018/8/31 0:00,平潭发展,0.126,-1.470588235,林业,1.1056,-2.3317,32.4073,161.6336,29.4059,-0.24690373,386.6586914,55.1743,1.628033161,1.100800037,26.29183769
002665.SZ,2018/8/31 0:00,首航节能,0.179,0,电气机械及器材制造业,0.0749,-41.6569,18.6678,-86.5007,-34.5482,,665.8458862,151.1231,1.993182302,-0.250999987,22.91295433
600536.SH,2018/8/31 0:00,中国软件,0.264,0.276625173,软件和信息技术服务业,0.2732,2.439,52.2698,77.9791,-7.2719,0.45491933,806.2369995,115.1416,7.71928072,-0.937099993,61.71366119
600267.SH,2018/8/31 0:00,海正药业,0.208,7.088607595,医药制造业,4.2089,14.3905,64.5818,211.1958,-1.0608,-0.09904418,821.9259033,8.5216,1.831963301,0.458000004,27.00717545
002506.SZ,2018/8/31 0:00,协鑫集成,0.29,5.689277899,计算机、通信和其他电子设备制造业,4.1059,12.6217,78.234,123.0118,20.8891,0.08738055,961.8399048,33.5665,5.807355404,0.354600012,22.00224113
